"TimeUTC","timestampInMs","requestPath","requestMethod","requestQueryString","responseStatusCode","requestId","requestUserAgent","level","environment","branch","vercelCache","type","function","host","deploymentDomain","deploymentId","durationMs","region","maxMemoryUsed","memorySize","message","projectId","traceId","sessionId","invocationId","instanceId"
"2025-06-30 07:48:02",1751269682259,"mern-project-reminisce.vercel.app/favicon.ico","GET","",-1,"kq7d9-1751269682032-913551c588c1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36","error","production","main","MISS","lambda","/server/index.js","mern-project-reminisce.vercel.app","mern-project-reminisce.vercel.app","dpl_FHvgRkCvU6rf9TBuzFfC1h9hgwKE",-1,"iad1",-1,-1,"Error [ERR_MODULE_NOT_FOUND]: Cannot find package 'dotenv' imported from /var/task/server/index.js
    at Object.getPackageJSONURL (node:internal/modules/package_json_reader:268:9)
    at packageResolve (node:internal/modules/esm/resolve:774:81)
    at moduleResolve (node:internal/modules/esm/resolve:860:18)
    at moduleResolveWithNodePath (node:internal/modules/esm/resolve:990:14)
    at defaultResolve (node:internal/modules/esm/resolve:1033:79)
    at ModuleLoader.defaultResolve (node:internal/modules/esm/loader:780:12)
    at #cachedDefaultResolve (node:internal/modules/esm/loader:704:25)
    at ModuleLoader.resolve (node:internal/modules/esm/loader:687:38)
    at ModuleLoader.getModuleJobForImport (node:internal/modules/esm/loader:305:38)
    at ModuleJob._link (node:internal/modules/esm/module_job:137:49) {
  code: 'ERR_MODULE_NOT_FOUND'
}
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.","prj_vK7PLNuC1ClfPDhlAzjb7TWPopIJ","","","01JYZWXAWSP2A929T8WN3DQCBE",""
"2025-06-30 07:48:02",1751269682073,"mern-project-reminisce.vercel.app/favicon.ico","GET","",500,"kq7d9-1751269682032-913551c588c1","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36","error","production","main","MISS","lambda","/server/index.js","mern-project-reminisce.vercel.app","mern-project-reminisce.vercel.app","dpl_FHvgRkCvU6rf9TBuzFfC1h9hgwKE",168,"iad1",88,2048,"","prj_vK7PLNuC1ClfPDhlAzjb7TWPopIJ","","","01JYZWXAWSP2A929T8WN3DQCBE",""
"2025-06-30 07:48:01",1751269681009,"mern-project-reminisce.vercel.app/api","GET","",-1,"9qjwx-1751269680782-655f14e89ea4","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36","error","production","main","MISS","lambda","/server/index.js","mern-project-reminisce.vercel.app","mern-project-reminisce.vercel.app","dpl_FHvgRkCvU6rf9TBuzFfC1h9hgwKE",-1,"iad1",-1,-1,"Error [ERR_MODULE_NOT_FOUND]: Cannot find package 'dotenv' imported from /var/task/server/index.js
    at Object.getPackageJSONURL (node:internal/modules/package_json_reader:268:9)
    at packageResolve (node:internal/modules/esm/resolve:774:81)
    at moduleResolve (node:internal/modules/esm/resolve:860:18)
    at moduleResolveWithNodePath (node:internal/modules/esm/resolve:990:14)
    at defaultResolve (node:internal/modules/esm/resolve:1033:79)
    at ModuleLoader.defaultResolve (node:internal/modules/esm/loader:780:12)
    at #cachedDefaultResolve (node:internal/modules/esm/loader:704:25)
    at ModuleLoader.resolve (node:internal/modules/esm/loader:687:38)
    at ModuleLoader.getModuleJobForImport (node:internal/modules/esm/loader:305:38)
    at ModuleJob._link (node:internal/modules/esm/module_job:137:49) {
  code: 'ERR_MODULE_NOT_FOUND'
}
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.","prj_vK7PLNuC1ClfPDhlAzjb7TWPopIJ","","","01JYZWX9NS6MY5ERWQP2MNFN2D",""
"2025-06-30 07:48:00",1751269680825,"mern-project-reminisce.vercel.app/api","GET","",500,"9qjwx-1751269680782-655f14e89ea4","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36","error","production","main","MISS","lambda","/server/index.js","mern-project-reminisce.vercel.app","mern-project-reminisce.vercel.app","dpl_FHvgRkCvU6rf9TBuzFfC1h9hgwKE",164,"iad1",89,2048,"","prj_vK7PLNuC1ClfPDhlAzjb7TWPopIJ","","","01JYZWX9NS6MY5ERWQP2MNFN2D",""
"2025-06-30 07:46:20",1751269580359,"mern-project-reminisce.vercel.app/favicon.ico","GET","",-1,"hjnvb-1751269580131-0afa76e4f2a9","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36","error","production","main","MISS","lambda","/server/index.js","mern-project-reminisce.vercel.app","mern-project-reminisce.vercel.app","dpl_FHvgRkCvU6rf9TBuzFfC1h9hgwKE",-1,"iad1",-1,-1,"Error [ERR_MODULE_NOT_FOUND]: Cannot find package 'dotenv' imported from /var/task/server/index.js
    at Object.getPackageJSONURL (node:internal/modules/package_json_reader:268:9)
    at packageResolve (node:internal/modules/esm/resolve:774:81)
    at moduleResolve (node:internal/modules/esm/resolve:860:18)
    at moduleResolveWithNodePath (node:internal/modules/esm/resolve:990:14)
    at defaultResolve (node:internal/modules/esm/resolve:1033:79)
    at ModuleLoader.defaultResolve (node:internal/modules/esm/loader:780:12)
    at #cachedDefaultResolve (node:internal/modules/esm/loader:704:25)
    at ModuleLoader.resolve (node:internal/modules/esm/loader:687:38)
    at ModuleLoader.getModuleJobForImport (node:internal/modules/esm/loader:305:38)
    at ModuleJob._link (node:internal/modules/esm/module_job:137:49) {
  code: 'ERR_MODULE_NOT_FOUND'
}
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.","prj_vK7PLNuC1ClfPDhlAzjb7TWPopIJ","","","01JYZWT7CC92RXG4050VSFRR3Y",""
"2025-06-30 07:46:20",1751269580172,"mern-project-reminisce.vercel.app/favicon.ico","GET","",500,"hjnvb-1751269580131-0afa76e4f2a9","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36","error","production","main","MISS","lambda","/server/index.js","mern-project-reminisce.vercel.app","mern-project-reminisce.vercel.app","dpl_FHvgRkCvU6rf9TBuzFfC1h9hgwKE",164,"iad1",89,2048,"","prj_vK7PLNuC1ClfPDhlAzjb7TWPopIJ","","","01JYZWT7CC92RXG4050VSFRR3Y",""
"2025-06-30 07:46:19",1751269579159,"mern-project-reminisce.vercel.app/api/test","GET","",-1,"mprk4-1751269578931-b6040ad8b9f8","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36","error","production","main","MISS","lambda","/server/index.js","mern-project-reminisce.vercel.app","mern-project-reminisce.vercel.app","dpl_FHvgRkCvU6rf9TBuzFfC1h9hgwKE",-1,"iad1",-1,-1,"Error [ERR_MODULE_NOT_FOUND]: Cannot find package 'dotenv' imported from /var/task/server/index.js
    at Object.getPackageJSONURL (node:internal/modules/package_json_reader:268:9)
    at packageResolve (node:internal/modules/esm/resolve:774:81)
    at moduleResolve (node:internal/modules/esm/resolve:860:18)
    at moduleResolveWithNodePath (node:internal/modules/esm/resolve:990:14)
    at defaultResolve (node:internal/modules/esm/resolve:1033:79)
    at ModuleLoader.defaultResolve (node:internal/modules/esm/loader:780:12)
    at #cachedDefaultResolve (node:internal/modules/esm/loader:704:25)
    at ModuleLoader.resolve (node:internal/modules/esm/loader:687:38)
    at ModuleLoader.getModuleJobForImport (node:internal/modules/esm/loader:305:38)
    at ModuleJob._link (node:internal/modules/esm/module_job:137:49) {
  code: 'ERR_MODULE_NOT_FOUND'
}
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.","prj_vK7PLNuC1ClfPDhlAzjb7TWPopIJ","","","01JYZWT6709AKNTHYAEXMS706A",""
"2025-06-30 07:46:18",1751269578976,"mern-project-reminisce.vercel.app/api/test","GET","",500,"mprk4-1751269578931-b6040ad8b9f8","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36","error","production","main","MISS","lambda","/server/index.js","mern-project-reminisce.vercel.app","mern-project-reminisce.vercel.app","dpl_FHvgRkCvU6rf9TBuzFfC1h9hgwKE",169,"iad1",88,2048,"","prj_vK7PLNuC1ClfPDhlAzjb7TWPopIJ","","","01JYZWT6709AKNTHYAEXMS706A",""
"2025-06-30 07:45:39",1751269539028,"mern-project-reminisce.vercel.app/favicon.ico","GET","",-1,"kwqld-1751269538807-934256557b20","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36","error","production","main","MISS","lambda","/server/index.js","mern-project-reminisce.vercel.app","mern-project-reminisce.vercel.app","dpl_FHvgRkCvU6rf9TBuzFfC1h9hgwKE",-1,"iad1",-1,-1,"Error [ERR_MODULE_NOT_FOUND]: Cannot find package 'dotenv' imported from /var/task/server/index.js
    at Object.getPackageJSONURL (node:internal/modules/package_json_reader:268:9)
    at packageResolve (node:internal/modules/esm/resolve:774:81)
    at moduleResolve (node:internal/modules/esm/resolve:860:18)
    at moduleResolveWithNodePath (node:internal/modules/esm/resolve:990:14)
    at defaultResolve (node:internal/modules/esm/resolve:1033:79)
    at ModuleLoader.defaultResolve (node:internal/modules/esm/loader:780:12)
    at #cachedDefaultResolve (node:internal/modules/esm/loader:704:25)
    at ModuleLoader.resolve (node:internal/modules/esm/loader:687:38)
    at ModuleLoader.getModuleJobForImport (node:internal/modules/esm/loader:305:38)
    at ModuleJob._link (node:internal/modules/esm/module_job:137:49) {
  code: 'ERR_MODULE_NOT_FOUND'
}
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.","prj_vK7PLNuC1ClfPDhlAzjb7TWPopIJ","","","01JYZWRZ0YF59RT978X2QESP9V",""
"2025-06-30 07:45:38",1751269538846,"mern-project-reminisce.vercel.app/favicon.ico","GET","",500,"kwqld-1751269538807-934256557b20","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36","error","production","main","MISS","lambda","/server/index.js","mern-project-reminisce.vercel.app","mern-project-reminisce.vercel.app","dpl_FHvgRkCvU6rf9TBuzFfC1h9hgwKE",165,"iad1",88,2048,"","prj_vK7PLNuC1ClfPDhlAzjb7TWPopIJ","","","01JYZWRZ0YF59RT978X2QESP9V",""
"2025-06-30 07:45:37",1751269537795,"mern-project-reminisce.vercel.app/","GET","",-1,"wq7t7-1751269537558-89fa1e8b0604","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36","error","production","main","MISS","lambda","/server/index.js","mern-project-reminisce.vercel.app","mern-project-reminisce.vercel.app","dpl_FHvgRkCvU6rf9TBuzFfC1h9hgwKE",-1,"iad1",-1,-1,"Error [ERR_MODULE_NOT_FOUND]: Cannot find package 'dotenv' imported from /var/task/server/index.js
    at Object.getPackageJSONURL (node:internal/modules/package_json_reader:268:9)
    at packageResolve (node:internal/modules/esm/resolve:774:81)
    at moduleResolve (node:internal/modules/esm/resolve:860:18)
    at moduleResolveWithNodePath (node:internal/modules/esm/resolve:990:14)
    at defaultResolve (node:internal/modules/esm/resolve:1033:79)
    at ModuleLoader.defaultResolve (node:internal/modules/esm/loader:780:12)
    at #cachedDefaultResolve (node:internal/modules/esm/loader:704:25)
    at ModuleLoader.resolve (node:internal/modules/esm/loader:687:38)
    at ModuleLoader.getModuleJobForImport (node:internal/modules/esm/loader:305:38)
    at ModuleJob._link (node:internal/modules/esm/module_job:137:49) {
  code: 'ERR_MODULE_NOT_FOUND'
}
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.","prj_vK7PLNuC1ClfPDhlAzjb7TWPopIJ","","","01JYZWRXSY0PZQ64BRKSS151BM",""
"2025-06-30 07:45:37",1751269537598,"mern-project-reminisce.vercel.app/","GET","",500,"wq7t7-1751269537558-89fa1e8b0604","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36","error","production","main","MISS","lambda","/server/index.js","mern-project-reminisce.vercel.app","mern-project-reminisce.vercel.app","dpl_FHvgRkCvU6rf9TBuzFfC1h9hgwKE",174,"iad1",89,2048,"","prj_vK7PLNuC1ClfPDhlAzjb7TWPopIJ","","","01JYZWRXSY0PZQ64BRKSS151BM",""
"2025-06-30 07:45:28",1751269528257,"mern-project-reminisce.vercel.app/favicon.ico","GET","",-1,"n6z96-1751269528035-17399bbe996a","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36","error","production","main","MISS","lambda","/server/index.js","mern-project-reminisce.vercel.app","mern-project-reminisce.vercel.app","dpl_FHvgRkCvU6rf9TBuzFfC1h9hgwKE",-1,"iad1",-1,-1,"Error [ERR_MODULE_NOT_FOUND]: Cannot find package 'dotenv' imported from /var/task/server/index.js
    at Object.getPackageJSONURL (node:internal/modules/package_json_reader:268:9)
    at packageResolve (node:internal/modules/esm/resolve:774:81)
    at moduleResolve (node:internal/modules/esm/resolve:860:18)
    at moduleResolveWithNodePath (node:internal/modules/esm/resolve:990:14)
    at defaultResolve (node:internal/modules/esm/resolve:1033:79)
    at ModuleLoader.defaultResolve (node:internal/modules/esm/loader:780:12)
    at #cachedDefaultResolve (node:internal/modules/esm/loader:704:25)
    at ModuleLoader.resolve (node:internal/modules/esm/loader:687:38)
    at ModuleLoader.getModuleJobForImport (node:internal/modules/esm/loader:305:38)
    at ModuleJob._link (node:internal/modules/esm/module_job:137:49) {
  code: 'ERR_MODULE_NOT_FOUND'
}
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.","prj_vK7PLNuC1ClfPDhlAzjb7TWPopIJ","","","01JYZWRMG6WJY4F0192SN2JT8T",""
"2025-06-30 07:45:28",1751269528070,"mern-project-reminisce.vercel.app/favicon.ico","GET","",500,"n6z96-1751269528035-17399bbe996a","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36","error","production","main","MISS","lambda","/server/index.js","mern-project-reminisce.vercel.app","mern-project-reminisce.vercel.app","dpl_FHvgRkCvU6rf9TBuzFfC1h9hgwKE",172,"iad1",89,2048,"","prj_vK7PLNuC1ClfPDhlAzjb7TWPopIJ","","","01JYZWRMG6WJY4F0192SN2JT8T",""
"2025-06-30 07:45:26",1751269526994,"mern-project-reminisce.vercel.app/","GET","",-1,"hrdbz-1751269526751-92d77acd9144","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36","error","production","main","MISS","lambda","/server/index.js","mern-project-reminisce.vercel.app","mern-project-reminisce.vercel.app","dpl_FHvgRkCvU6rf9TBuzFfC1h9hgwKE",-1,"iad1",-1,-1,"Error [ERR_MODULE_NOT_FOUND]: Cannot find package 'dotenv' imported from /var/task/server/index.js
    at Object.getPackageJSONURL (node:internal/modules/package_json_reader:268:9)
    at packageResolve (node:internal/modules/esm/resolve:774:81)
    at moduleResolve (node:internal/modules/esm/resolve:860:18)
    at moduleResolveWithNodePath (node:internal/modules/esm/resolve:990:14)
    at defaultResolve (node:internal/modules/esm/resolve:1033:79)
    at ModuleLoader.defaultResolve (node:internal/modules/esm/loader:780:12)
    at #cachedDefaultResolve (node:internal/modules/esm/loader:704:25)
    at ModuleLoader.resolve (node:internal/modules/esm/loader:687:38)
    at ModuleLoader.getModuleJobForImport (node:internal/modules/esm/loader:305:38)
    at ModuleJob._link (node:internal/modules/esm/module_job:137:49) {
  code: 'ERR_MODULE_NOT_FOUND'
}
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.","prj_vK7PLNuC1ClfPDhlAzjb7TWPopIJ","","","01JYZWRK8R4TXHAWGNZM1QGDK6",""
"2025-06-30 07:45:26",1751269526808,"mern-project-reminisce.vercel.app/","GET","",500,"hrdbz-1751269526751-92d77acd9144","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36","error","production","main","MISS","lambda","/server/index.js","mern-project-reminisce.vercel.app","mern-project-reminisce.vercel.app","dpl_FHvgRkCvU6rf9TBuzFfC1h9hgwKE",165,"iad1",88,2048,"","prj_vK7PLNuC1ClfPDhlAzjb7TWPopIJ","","","01JYZWRK8R4TXHAWGNZM1QGDK6",""
